Persona	Sexo	Edad	Antigüedad	Hijos	Ingresos	Automóvil	Seguro
64	0	52	6	1	1287	1	1
65	1	26	3	4	2088	1	0
66	1	50	2	3	2351	1	1
67	0	49	3	4	1569	0	0
68	0	51	1	1	2084	1	1
69	0	48	5	1	1615	0	1
70	0	40	1	5	2445	0	1
71	0	32	3	3	1357	0	0
72	0	46	6	2	2153	0	0
73	0	60	4	4	2366	1	1
74	1	42	6	3	2241	0	0
75	1	36	6	2	1025	1	1
76	1	54	4	2	3212	1	0
77	1	36	1	1	2797	1	0
78	1	47	5	3	2149	1	1
79	1	46	4	2	3251	1	0
80	1	42	6	1	2104	1	0
81	0	56	1	4	906	1	1
82	0	34	4	1	1875	0	0
83	1	60	6	1	1168	1	1
84	1	52	2	2	1773	1	1
85	0	61	2	2	3295	1	1
86	0	43	5	1	2737	1	1
87	0	59	5	4	876	1	1
88	0	61	6	1	1162	1	1
89	0	53	6	4	3265	1	1
90	1	37	5	2	3453	0	0
91	1	57	5	2	3572	1	1
92	0	57	4	3	1843	1	1
93	1	41	4	2	3418	1	1
94	1	42	1	2	1849	0	0
95	1	63	2	1	2293	1	1
96	1	42	2	2	1515	1	1
97	1	52	6	2	1994	0	0
98	1	35	4	3	2440	1	1
99	1	42	5	2	3130	1	1
100	0	44	3	3	3206	1	0
101	1	53	3	2	3052	1	1
102	0	48	2	2	2921	1	1
103	0	39	1	3	948	1	0
104	1	44	6	5	1222	1	1
105	0	35	2	1	3248	0	1
106	0	53	1	3	3372	0	0
107	0	42	4	3	1056	1	0
108	1	28	6	2	3216	0	0
109	1	49	4	2	3636	0	0
110	1	43	5	3	1774	1	0
111	0	37	2	2	3035	1	1
112	0	33	3	0	1724	1	0
113	1	55	6	5	3089	0	1
114	0	64	2	2	1527	1	1
115	0	62	6	4	3304	1	0
116	1	53	2	3	2325	1	0
117	0	24	1	1	1648	1	1
118	0	27	3	0	2044	1	1
119	0	43	2	1	2948	0	1
120	1	35	2	5	3732	0	1
121	0	63	5	5	1564	1	1
122	0	30	2	3	2250	1	1
123	0	64	4	2	965	0	1
124	1	58	5	4	3332	0	1
125	0	33	6	3	1032	1	1
126	0	36	4	3	1089	0	0
127	0	40	3	2	1027	1	1
128	0	27	6	2	2574	1	0
129	1	29	6	5	2890	0	1
130	0	60	6	4	3233	0	1
131	1	44	3	4	3621	1	1
132	0	46	1	4	3691	0	0
133	1	56	1	1	916	1	0
134	1	62	3	5	3815	1	0
135	1	44	4	5	1209	1	0
136	0	43	1	1	2915	0	0
137	1	64	2	5	1180	0	0
138	0	33	1	1	3728	1	0
139	0	57	6	0	1129	1	0
140	0	32	1	0	2140	0	0
141	1	49	2	3	3359	1	0
142	0	63	6	3	3408	1	1
143	0	35	1	1	2271	0	1
144	0	25	5	5	1238	0	0
145	0	35	6	3	3157	0	1
146	1	54	1	5	1022	1	0
147	1	59	6	0	3978	1	0
148	0	47	1	1	3237	0	0
149	0	24	2	1	2408	1	1
150	1	63	6	5	1008	0	1
151	1	32	5	3	3244	1	0
152	0	64	1	3	1329	0	0
153	0	57	5	1	1369	0	1
154	1	25	2	0	3854	0	0
155	1	37	5	5	1449	1	0
156	0	39	3	4	2702	1	0
157	0	45	5	1	3399	1	0
158	0	56	2	1	1598	0	1
159	1	64	2	4	2877	0	0
160	0	26	3	5	1612	1	0
161	0	56	1	4	1573	1	0
162	1	53	6	3	2706	1	0
163	0	57	1	5	3018	1	1
164	1	55	3	2	2992	0	0
165	1	64	4	2	3725	0	0
166	1	46	6	2	3733	1	0
167	0	53	3	4	2995	0	1
168	1	40	1	3	2831	0	1
169	0	59	2	0	3937	1	0
170	1	43	3	3	1723	1	1
171	1	61	4	1	2586	0	1
172	0	61	1	5	1970	1	0
173	0	63	5	4	1863	1	0
174	0	38	3	5	1454	1	1
175	1	28	6	1	1910	0	0
176	0	58	2	0	1807	0	1
177	0	28	6	2	1790	1	1
178	0	49	4	3	3212	1	1
179	1	31	4	5	2783	1	1
180	0	59	4	4	3015	1	0
181	1	36	6	4	1269	1	0
182	1	33	2	2	3179	0	1
183	1	33	5	1	880	1	1
184	0	64	6	0	1712	1	1
185	1	25	6	1	2597	1	0
186	0	45	1	3	992	1	1
187	1	53	5	5	3518	0	1
188	0	47	2	5	1324	1	0
189	1	33	4	0	3186	1	0
190	1	47	4	1	2276	0	1
191	0	25	3	0	3607	1	0
192	0	24	5	1	2006	0	0
193	0	56	2	1	913	0	0
194	0	61	6	3	3638	1	0
195	0	45	2	0	2769	1	0
196	1	39	1	2	3810	1	1
197	1	26	2	0	958	1	0
198	1	40	4	0	3076	1	0
199	0	44	3	0	1850	1	0
200	0	47	5	3	1767	0	0
201	0	60	6	5	1049	0	0
202	0	40	1	2	1972	1	0
203	1	55	3	5	1224	1	0
204	0	29	6	3	3154	1	0
205	0	50	2	2	1519	0	1
206	0	57	1	1	2902	0	0
207	0	27	2	4	2080	1	1
208	1	28	5	0	2070	1	0
209	0	54	2	1	1841	1	1
210	1	45	5	5	3669	1	0
211	0	32	2	0	2766	1	0
212	1	61	1	4	1846	1	1
213	0	40	3	2	1811	1	0
214	0	27	3	4	1538	0	1
215	1	63	3	4	2196	0	1
216	1	52	6	0	1723	0	0
217	0	28	4	3	1931	0	0
218	1	38	3	2	1385	0	0
219	1	63	1	2	3971	0	0
220	1	47	3	1	3427	0	0
221	0	52	1	0	1887	0	0
222	1	57	1	5	1919	1	1
223	1	32	6	4	2306	0	0
224	0	54	6	5	3205	1	1
225	1	46	1	3	1509	0	0
226	0	64	3	4	1918	1	1
227	0	38	2	0	3827	1	1
228	1	48	6	4	2489	1	1
229	1	32	6	1	2572	0	1
230	0	28	1	4	3177	0	1
231	1	37	5	0	1016	1	1
232	0	29	3	0	1069	0	1
233	0	41	1	3	2138	1	1
234	0	51	3	3	1580	0	0
235	0	53	2	0	2880	1	0
236	0	62	1	1	1259	1	1
237	0	39	3	5	2985	1	0
238	0	36	5	5	2651	1	1
239	1	35	4	0	2957	0	0
240	0	31	1	5	1338	1	1
241	1	38	2	4	2474	1	0
242	1	33	5	0	3394	0	0
243	0	50	6	2	3043	0	1
244	1	51	2	0	3669	0	0
245	0	47	2	3	1353	1	0
246	0	39	1	2	2467	0	1
247	1	38	1	2	3158	0	0
248	0	45	4	5	2136	1	1
249	1	39	3	5	895	1	1
250	1	47	5	3	3135	1	1
251	1	45	3	4	3873	0	0
252	0	44	6	1	1321	0	0
253	0	31	3	2	1444	1	1
254	0	32	2	5	3557	1	0
255	0	60	5	1	3588	0	0
256	1	27	6	4	2400	0	0
257	0	25	4	4	1743	1	1
258	0	27	1	3	3146	1	1
259	1	63	3	2	2226	0	0
260	0	57	3	5	3542	1	0
261	1	50	3	4	3392	0	1
262	0	44	2	2	2739	0	0
263	0	31	5	2	3560	0	1
264	1	39	1	4	1212	1	0
265	1	48	3	3	3169	1	0
266	1	61	4	2	992	0	0
267	0	63	6	0	1266	0	0
268	1	60	6	2	2005	0	0
269	0	26	6	5	3339	1	1
270	1	54	1	3	2375	0	1
271	1	49	3	3	1374	1	0
272	0	25	3	2	3057	1	1
273	0	62	6	0	2389	1	0
274	1	33	1	4	3324	0	1
275	0	34	4	4	3770	1	0
276	1	50	1	2	2321	1	1
277	1	51	1	3	2953	1	0
278	1	47	5	4	2389	1	1
279	0	42	2	3	3478	0	0
280	1	47	2	2	3634	1	1
281	0	48	4	5	3343	0	0
282	1	48	5	1	2342	1	1
283	0	33	6	3	2452	0	0
284	0	25	2	5	1650	1	1
285	0	50	2	0	2466	1	1
286	1	51	6	3	2235	1	0
287	1	48	6	1	3262	0	1
288	1	38	6	2	1528	1	1
289	1	24	2	0	2490	0	1
290	1	34	6	2	3956	1	0
291	1	47	2	1	1403	1	1
292	0	30	6	1	2834	1	0
293	0	48	6	3	1161	1	1
294	0	32	6	2	2184	1	0
295	1	26	4	2	1037	1	0
296	0	50	2	1	3843	0	1
297	0	33	2	0	2934	1	0
298	0	57	5	2	3252	0	1
299	1	39	6	4	2892	1	0
300	1	25	4	0	2531	0	0
301	0	57	5	0	3870	1	0
302	1	39	4	5	3109	0	0
303	1	44	6	3	3844	0	1
304	0	58	5	2	2333	0	0
305	0	40	6	4	935	1	0
306	0	37	5	1	2837	1	0
307	0	35	6	2	1829	1	0
308	0	36	6	3	3538	1	1
309	1	44	6	2	3670	0	0
310	0	59	2	0	2084	1	0
311	0	59	6	0	3498	0	0
312	1	50	4	0	882	1	1
313	1	51	1	0	3692	1	1
314	1	63	1	0	1202	0	1
315	1	38	5	4	3196	0	1
316	1	33	2	2	3197	1	1
317	0	37	1	4	937	0	1
318	0	24	2	2	2000	0	0
319	0	33	4	1	3351	1	0
320	0	29	4	3	1797	0	0
321	0	59	6	0	1490	1	1
322	1	62	2	5	2447	0	1
323	0	37	6	0	3172	1	0
324	1	40	4	1	955	0	0
325	1	34	3	4	1471	1	1
326	1	59	3	0	925	0	1
327	0	50	6	3	1997	0	1
328	1	64	1	0	3637	1	1
329	0	64	4	0	2565	0	0
330	0	57	6	1	2394	0	1
331	0	53	2	1	3882	1	1
332	1	38	6	5	2260	1	0
333	0	44	6	4	3149	1	0
334	1	46	3	5	1798	0	1
335	0	60	5	3	891	1	1
336	1	52	3	3	2792	1	1
337	0	36	6	0	2820	1	0
338	0	33	3	5	1559	1	1
339	1	63	6	4	3967	0	1
340	0	62	5	2	2672	1	0
341	0	40	5	1	2185	0	0
342	0	44	6	4	885	1	0
343	1	38	1	5	2451	0	0
344	1	39	2	3	1382	0	1
345	0	44	6	0	2595	1	1
346	0	50	1	2	2447	0	0
347	1	63	3	2	3153	1	0
348	0	62	1	1	3463	0	1
349	0	58	5	5	3798	1	1
350	0	58	5	1	1524	1	1
351	1	64	2	5	2991	1	1
352	1	56	4	4	2909	0	1
353	1	46	4	4	1963	1	1
354	0	25	5	1	1525	1	0
355	1	35	5	5	3878	1	1
356	1	30	5	5	2990	1	1
357	1	32	5	2	3419	1	1
358	0	29	2	2	3056	1	1
359	1	25	4	2	1936	0	1
360	1	48	5	1	3441	0	1
361	0	43	3	5	3627	0	0
362	0	63	5	0	3100	0	1
363	0	31	1	3	1645	1	0
364	0	41	1	4	3862	0	0
365	0	52	2	4	1413	0	0
366	0	34	4	4	1958	0	1
367	1	30	4	1	1707	0	0
368	1	49	3	1	2487	0	1
369	0	27	6	2	3330	0	0
370	1	30	6	3	1749	0	0
371	0	31	5	0	3162	0	0
372	1	39	6	2	2609	0	1
373	0	32	2	4	1847	1	1
374	0	43	6	0	3995	1	1
375	1	56	1	3	3392	0	0
376	1	63	3	2	2986	1	0
377	0	28	4	3	2658	0	0
378	1	64	5	1	3747	0	1
379	0	54	3	4	3838	1	1
380	0	44	2	4	2732	1	1
381	1	53	3	1	1494	0	1
382	1	55	1	5	1508	0	1
383	1	57	2	4	3058	1	1
384	0	64	3	3	2870	0	1
385	0	45	4	0	3245	1	1
386	0	58	2	4	2289	1	1
387	0	24	3	0	3021	0	1
388	0	38	4	2	2795	0	1
389	0	30	6	3	1448	0	1
390	0	60	1	4	2148	0	0
391	0	43	1	5	1424	1	1
392	0	32	3	1	3720	1	0
393	0	24	2	1	3427	0	1
394	1	43	4	2	3805	0	0
395	1	54	2	1	2063	0	0
396	0	47	5	5	3305	0	0
397	1	28	6	5	2940	1	1
398	1	34	1	5	3136	0	0
399	1	55	5	3	1872	0	0
400	0	34	5	0	2586	0	1
401	0	42	2	4	2344	0	1
402	0	46	2	4	3560	1	1
403	0	28	5	2	3289	1	1
404	0	60	6	0	2685	0	0
405	0	52	5	3	1367	0	0
406	0	57	5	0	2492	0	1
407	0	30	4	5	1182	0	1
408	0	25	3	0	3153	1	0
409	1	38	5	5	1951	0	1
410	1	24	2	2	1346	0	0
411	0	59	6	5	2972	0	0
412	1	51	4	3	3486	0	0
413	1	49	6	4	3712	1	1
414	1	32	3	4	2646	1	0
415	0	36	6	2	3414	1	1
416	0	28	4	5	2273	1	0
417	0	60	4	5	2233	1	0
418	1	50	1	5	1560	0	0
419	0	64	4	1	2615	1	0
420	1	55	5	5	1670	0	1
421	1	38	3	4	3283	0	1
422	1	34	6	5	3931	0	0
423	0	47	1	1	1283	0	0
424	0	56	2	2	3717	1	1
425	1	54	3	5	2251	0	0
426	0	40	3	3	2584	1	0
427	1	34	3	3	3062	0	1
428	0	64	5	5	3240	0	0
429	0	61	4	0	1408	1	0
430	1	26	1	3	1208	1	0
431	0	44	3	2	3621	0	1
432	1	46	4	0	1907	0	1
433	0	34	4	0	988	1	0
434	1	32	2	1	2112	1	0
435	0	41	6	0	1380	0	1
436	0	40	3	5	3886	1	0
437	0	62	4	1	2533	0	1
438	1	63	3	4	3880	1	1
439	0	52	2	3	3147	0	0
440	1	41	6	2	1696	1	1
441	0	48	2	3	1765	1	0
442	0	26	5	4	1558	0	0
443	1	32	2	0	1433	0	0
444	1	34	6	0	2082	0	1
445	1	63	6	2	2032	1	1
446	0	41	5	1	1760	1	0
447	1	25	3	3	1534	1	0
448	0	44	5	0	2500	0	1
449	0	32	6	2	1157	1	1
450	1	29	5	0	2394	1	1
451	0	28	2	4	3491	0	1
452	0	43	5	5	1861	1	1
453	1	64	6	5	1941	1	1
454	1	54	3	3	1024	1	1
455	0	48	2	3	3199	0	0
456	0	37	4	1	1569	1	0
457	0	39	1	0	2756	0	1
458	1	30	3	2	2776	0	1
459	1	37	6	0	2558	1	1
460	1	24	4	3	1470	0	1
461	0	30	6	1	3370	0	0
462	1	29	5	2	1733	0	0
463	0	47	1	2	2798	0	0
464	0	54	2	4	1588	1	0
465	1	37	3	3	2940	1	0
466	1	43	2	4	3103	1	0
467	1	55	3	4	2930	1	0
468	1	53	4	3	1121	1	1
469	0	39	3	1	3834	1	1
470	1	51	3	1	2787	1	0
471	1	26	5	2	2672	0	0
472	0	63	6	2	1233	1	0
473	1	30	1	0	1858	0	0
474	0	43	1	2	1419	1	0
475	0	58	2	1	3933	0	0
476	0	40	2	0	1627	1	0
477	0	60	6	5	1821	0	0
478	0	29	3	3	3857	1	1
479	1	27	2	5	2828	1	1
480	0	45	4	3	2177	0	1
481	0	55	2	0	1819	1	0
482	1	49	6	1	3819	0	1
483	1	35	3	3	1872	0	0
484	0	32	1	3	3156	1	0
485	0	62	2	5	2055	0	1
486	1	30	1	1	2728	1	1
487	0	54	5	1	1309	1	0
488	0	32	6	1	2295	1	0
489	1	51	5	0	1539	0	0
490	1	60	4	0	1165	0	1
491	0	42	2	4	2036	1	0
492	0	57	6	5	2641	0	0
493	0	25	5	0	2507	0	0
494	0	31	3	0	1218	1	0
495	0	28	5	3	3572	0	1
496	0	30	2	1	2126	0	1
497	0	55	6	2	1685	1	0
498	1	39	4	3	2314	1	1
499	0	31	3	0	3801	0	1
500	1	61	1	1	1318	0	0
